DateKey,LocationKey,AssetKey,MetricKey,PlanValue,ActualValue
20240901,1,3,3,3200.0,2979.403402694677
20240901,1,3,4,0.0,0.8279954837141097
20240901,2,4,1,11000.0,12330.059664906423
20240901,2,4,2,2.2,2.3525363171394056
20240901,2,4,3,3740.0000000000005,4373.28815220316
20240901,2,4,4,0.0,0.1714747768771061
20240901,2,5,1,11000.0,10952.780253711788
20240901,2,5,2,2.2,2.1213630546391533
20240901,2,5,3,3740.0000000000005,3661.6704619367133
20240901,2,5,4,0.0,1.8000445946989585
20240901,2,6,1,11000.0,11448.644536330534
20240901,2,6,2,2.2,2.408724626045098
20240901,2,6,3,3740.0000000000005,4121.695235578219
20240901,2,6,4,0.0,0.9390866789295762
20240901,3,7,1,9500.0,10659.716459901581
20240901,3,7,2,1.9000000000000001,2.1600205475802374
20240901,3,7,3,2850.0,3330.3067259225877
20240901,3,7,4,0.0,0.20342904646529164
20240901,3,8,1,9500.0,9544.252967546372
20240901,3,8,2,1.9000000000000001,1.8689122571382473
20240901,3,8,3,2850.0,3004.9484813298086
20240901,3,8,4,0.0,0.0
20240901,3,9,1,9500.0,10020.262977707744
20240901,3,9,2,1.9000000000000001,1.99259035314247
20240901,3,9,3,2850.0,3182.121951638599
20240901,3,9,4,0.0,1.2508689887312598
20241001,1,1,1,10000.0,11274.45231035276
20241001,1,1,2,2.0,2.3043249684996847
20241001,1,1,3,3200.0,3324.2424530358076
20241001,1,1,4,0.0,0.43304682710179915
20241001,1,2,1,10000.0,9179.594965183629
20241001,1,2,2,2.0,1.807373398847476
20241001,1,2,3,3200.0,3159.429827536351
20241001,1,2,4,0.0,1.137533810897696
20241001,1,3,1,10000.0,9510.748699994878
20241001,1,3,2,2.0,1.8443024732487643
20241001,1,3,3,3200.0,3048.4280999536572
20241001,1,3,4,0.0,0.0
20241001,2,4,1,11000.0,10483.221986404633
20241001,2,4,2,2.2,2.1162695845937214
20241001,2,4,3,3740.0000000000005,3770.1891485247925
20241001,2,4,4,0.0,1.1087614722244399
20241001,2,5,1,11000.0,9235.707078379462
20241001,2,5,2,2.2,1.8640076673982604
20241001,2,5,3,3740.0000000000005,3151.450183346164
20241001,2,5,4,0.0,0.9138902853726931
20241001,2,6,1,11000.0,12244.481454871431
20241001,2,6,2,2.2,2.297316594070387
20241001,2,6,3,3740.0000000000005,4040.0818608860077
20241001,2,6,4,0.0,1.0909063227933546
20241001,3,7,1,9500.0,8448.23972436313
20241001,3,7,2,1.9000000000000001,1.7644629731460357
20241001,3,7,3,2850.0,2581.151391831182
20241001,3,7,4,0.0,1.346583985843404
20241001,3,8,1,9500.0,9120.322465088007
20241001,3,8,2,1.9000000000000001,1.868595216594832
20241001,3,8,3,2850.0,2882.268816557317
20241001,3,8,4,0.0,0.7328780201371683
20241001,3,9,1,9500.0,9655.876593644633
20241001,3,9,2,1.9000000000000001,1.9468377244675095
20241001,3,9,3,2850.0,2771.717648082926
20241001,3,9,4,0.0,0.3524713197596471
20241101,1,1,1,10000.0,9893.234227283348
20241101,1,1,2,2.0,2.0014048772647843
20241101,1,1,3,3200.0,3324.098880103483
20241101,1,1,4,0.0,0.0
20241101,1,2,1,10000.0,9912.493678776294
20241101,1,2,2,2.0,2.070608248264605
20241101,1,2,3,3200.0,3054.0649593249423
20241101,1,2,4,0.0,0.0
20241101,1,3,1,10000.0,10141.614334281836
20241101,1,3,2,2.0,2.079703440565255
20241101,1,3,3,3200.0,3247.17064535192
20241101,1,3,4,0.0,1.8289605904369892
20241101,2,4,1,11000.0,11659.731366576227
20241101,2,4,2,2.2,2.3908386483488338
20241101,2,4,3,3740.0000000000005,4074.1431070067592
20241101,2,4,4,0.0,2.827653100346085
20241101,2,5,1,11000.0,10842.025499573145
20241101,2,5,2,2.2,2.0380716612373386
20241101,2,5,3,3740.0000000000005,3981.975903676164
20241101,2,5,4,0.0,0.04230056904317436
20241101,2,6,1,11000.0,11083.067942144135
20241101,2,6,2,2.2,2.3036966237127707
20241101,2,6,3,3740.0000000000005,3466.357927302425
20241101,2,6,4,0.0,0.0
20241101,3,7,1,9500.0,8435.150171815963
20241101,3,7,2,1.9000000000000001,1.6468380811836734
20241101,3,7,3,2850.0,2586.1710634365013
20241101,3,7,4,0.0,1.024187842812771
20241101,3,8,1,9500.0,9683.722329253489
20241101,3,8,2,1.9000000000000001,1.8546594706355615
20241101,3,8,3,2850.0,2569.560695292975
20241101,3,8,4,0.0,0.5543535853903823
20241101,3,9,1,9500.0,9186.268937630506
20241101,3,9,2,1.9000000000000001,1.8625740349967594
20241101,3,9,3,2850.0,2852.605703172355
20241101,3,9,4,0.0,0.6382414320586819
20241201,1,1,1,11500.0,12111.907133727564
20241201,1,1,2,2.3000000000000003,2.4390385480091674
20241201,1,1,3,3680.0,3978.5317946186065
20241201,1,1,4,0.0,0.0
20241201,1,2,1,11500.0,11355.412811865675
20241201,1,2,2,2.3000000000000003,2.284489405227419
20241201,1,2,3,3680.0,3782.811132793105
20241201,1,2,4,0.0,0.10625882777542789
20241201,1,3,1,11500.0,11919.53964086435
20241201,1,3,2,2.3000000000000003,2.364895872062981
20241201,1,3,3,3680.0,3791.83590870954
20241201,1,3,4,0.0,1.329519042024073
20241201,2,4,1,12649.999999999998,10885.145041431544
20241201,2,4,2,2.53,2.092355272286532
20241201,2,4,3,4301.0,3426.674662585957
20241201,2,4,4,0.0,0.0
20241201,2,5,1,12649.999999999998,12049.396838242588
20241201,2,5,2,2.53,2.4640607264196253
20241201,2,5,3,4301.0,4038.43934513397
20241201,2,5,4,0.0,0.6977900819418521
20241201,2,6,1,12649.999999999998,13614.502093337407
20241201,2,6,2,2.53,2.831355132429803
20241201,2,6,3,4301.0,4612.928976264732
20241201,2,6,4,0.0,1.8535858895693973
20241201,3,7,1,10925.0,10995.453862037484
20241201,3,7,2,2.185,2.1438453312020154
20241201,3,7,3,3277.5,3200.600633888545
20241201,3,7,4,0.0,0.0
20241201,3,8,1,10925.0,10245.799635357189
20241201,3,8,2,2.185,2.0271509235586893
20241201,3,8,3,3277.5,3197.240457085073
20241201,3,8,4,0.0,2.220769831165984
20241201,3,9,1,10925.0,9867.976686115408
20241201,3,9,2,2.185,1.9968538110138094
20241201,3,9,3,3277.5,2806.3720558473437
20241201,3,9,4,0.0,0.974697088463202
20250101,1,1,1,11500.0,11394.47524619638
20250101,1,1,2,2.3000000000000003,2.153721782574858
20250101,1,1,3,3680.0,3815.4713922475726
20250101,1,1,4,0.0,0.0
20250101,1,2,1,11500.0,11070.210308109288
20250101,1,2,2,2.3000000000000003,2.1429877565983544
20250101,1,2,3,3680.0,3426.578443010811
20250101,1,2,4,0.0,0.9278904406949172
20250101,1,3,1,11500.0,11347.658305546194
20250101,1,3,2,2.3000000000000003,2.2919089257087486
20250101,1,3,3,3680.0,3696.9621062818915
20250101,1,3,4,0.0,1.820661655528167
20250101,2,4,1,12649.999999999998,12346.46286340959
20250101,2,4,2,2.53,2.3598887515405864
20250101,2,4,3,4301.0,4421.796546423732
20250101,2,4,4,0.0,0.16851182790274533
20250101,2,5,1,12649.999999999998,13636.971609673265
20250101,2,5,2,2.53,2.7587629387842605
20250101,2,5,3,4301.0,4606.168928091033
20250101,2,5,4,0.0,0.848775894046295
20250101,2,6,1,12649.999999999998,14377.621621991835
20250101,2,6,2,2.53,3.054696565376243
20250101,2,6,3,4301.0,4905.3494585241615
20250101,2,6,4,0.0,0.6601905933170753
20250101,3,7,1,10925.0,11748.054660422416
20250101,3,7,2,2.185,2.2900016998616435
20250101,3,7,3,3277.5,3583.1103322760223
20250101,3,7,4,0.0,0.4741371520461436
20250101,3,8,1,10925.0,11165.061304712162
20250101,3,8,2,2.185,2.1771845780952734
20250101,3,8,3,3277.5,3083.3041137520645
20250101,3,8,4,0.0,0.0
20250101,3,9,1,10925.0,10070.480499591196
20250101,3,9,2,2.185,1.9863816168424835
20250101,3,9,3,3277.5,2976.8554475375004
20250101,3,9,4,0.0,2.4372311624295167
20250201,1,1,1,11500.0,12390.324662775374
20250201,1,1,2,2.3000000000000003,2.4065412048352064
20250201,1,1,3,3680.0,4033.8354219098564
20250201,1,1,4,0.0,0.09292176364967492
20250201,1,2,1,11500.0,11271.087110377724
20250201,1,2,2,2.3000000000000003,2.266750351305633
20250201,1,2,3,3680.0,3718.407580851425
20250201,1,2,4,0.0,0.16074151611598464
20250201,1,3,1,11500.0,12356.400483851157
20250201,1,3,2,2.3000000000000003,2.386618620470027
20250201,1,3,3,3680.0,3955.3014027242157
20250201,1,3,4,0.0,3.0976737265958323
20250201,2,4,1,12649.999999999998,12847.53711209468
20250201,2,4,2,2.53,2.6799870817982274
20250201,2,4,3,4301.0,4388.151369167151
20250201,2,4,4,0.0,1.0807770953297968
20250201,2,5,1,12649.999999999998,12599.718481365271
20250201,2,5,2,2.53,2.5070611709744983
20250201,2,5,3,4301.0,4116.94288474555
20250201,2,5,4,0.0,0.9303013589575533
20250201,2,6,1,12649.999999999998,11895.963818976
20250201,2,6,2,2.53,2.4266994311329753
20250201,2,6,3,4301.0,4264.106792399428
20250201,2,6,4,0.0,0.8665314072372299
20250201,3,7,1,10925.0,10706.091281013285
20250201,3,7,2,2.185,2.170379437785759
20250201,3,7,3,3277.5,3162.2571556739476
20250201,3,7,4,0.0,1.4355471254651493
20250201,3,8,1,10925.0,9524.432197096483
20250201,3,8,2,2.185,1.8857076216843442
20250201,3,8,3,3277.5,2572.909351158072
20250201,3,8,4,0.0,0.0
20250201,3,9,1,10925.0,11968.013640250187
20250201,3,9,2,2.185,2.457884244498743
20250201,3,9,3,3277.5,3461.2428533874145
20250201,3,9,4,0.0,0.0
20250301,1,1,1,10000.0,7924.829813510844
20250301,1,1,2,2.0,1.5591233062735266
20250301,1,1,3,3200.0,2842.847573125509
20250301,1,1,4,0.0,0.9348842714636474
20250301,1,2,1,10000.0,9608.299399765358
20250301,1,2,2,2.0,1.9484716593397786
20250301,1,2,3,3200.0,2834.6853246267506
20250301,1,2,4,0.0,0.20267663730236457
20250301,1,3,1,10000.0,10069.634231111018
20250301,1,3,2,2.0,2.0087248337968147
20250301,1,3,3,3200.0,3349.6930082458075
20250301,1,3,4,0.0,0.8446452262360524
20250301,2,4,1,11000.0,11514.611033943158
20250301,2,4,2,2.2,2.255364172330022
20250301,2,4,3,3740.0000000000005,4090.7136700788546
20250301,2,4,4,0.0,2.128936947623991
20250301,2,5,1,11000.0,10252.98486986841
20250301,2,5,2,2.2,1.9959877932111465
20250301,2,5,3,3740.0000000000005,3718.843057780135
20250301,2,5,4,0.0,0.30865601330493975
20250301,2,6,1,11000.0,12080.942471891249
20250301,2,6,2,2.2,2.384111003515488
20250301,2,6,3,3740.0000000000005,4406.351912758432
20250301,2,6,4,0.0,0.6314858168054522
20250301,3,7,1,9500.0,9671.722167509593
20250301,3,7,2,1.9000000000000001,2.0251455413584383
20250301,3,7,3,2850.0,2849.032497059168
20250301,3,7,4,0.0,0.0
20250301,3,8,1,9500.0,9201.704801661144
20250301,3,8,2,1.9000000000000001,1.8653144212457529
20250301,3,8,3,2850.0,2544.396648907424
20250301,3,8,4,0.0,1.1374709026511214
20250301,3,9,1,9500.0,9141.7170737842
20250301,3,9,2,1.9000000000000001,1.8913012863456422
20250301,3,9,3,2850.0,2414.200367509374
20250301,3,9,4,0.0,0.0
20250401,1,1,1,10000.0,8819.472294136129
20250401,1,1,2,2.0,1.7201730115040514
20250401,1,1,3,3200.0,2857.179654972083
20250401,1,1,4,0.0,0.3207733745502451
20250401,1,2,1,10000.0,9822.63570173639
20250401,1,2,2,2.0,1.9551454503425134
20250401,1,2,3,3200.0,3175.2083620536737
20250401,1,2,4,0.0,0.0
20250401,1,3,1,10000.0,10494.794748629334
20250401,1,3,2,2.0,2.1406862098024484
20250401,1,3,3,3200.0,3422.988625579568
20250401,1,3,4,0.0,1.0565334427512632
20250401,2,4,1,11000.0,11228.241860622667
20250401,2,4,2,2.2,2.3827501436074967
20250401,2,4,3,3740.0000000000005,3800.977687518831
20250401,2,4,4,0.0,0.19291678166542325
20250401,2,5,1,11000.0,10419.783763124819
20250401,2,5,2,2.2,2.019421029739963
20250401,2,5,3,3740.0000000000005,3322.2853217185243
20250401,2,5,4,0.0,0.0
20250401,2,6,1,11000.0,10945.576106127904
20250401,2,6,2,2.2,2.2110695378508582
20250401,2,6,3,3740.0000000000005,3731.0121240833028
20250401,2,6,4,0.0,0.0
20250401,3,7,1,9500.0,10098.622735073277
20250401,3,7,2,1.9000000000000001,2.064526844753253
20250401,3,7,3,2850.0,3005.403400117764
20250401,3,7,4,0.0,0.0
20250401,3,8,1,9500.0,9864.704567351817
20250401,3,8,2,1.9000000000000001,1.9840667369124574
20250401,3,8,3,2850.0,2745.1311563546706
20250401,3,8,4,0.0,0.4320197440155951
20250401,3,9,1,9500.0,9674.253815029464
20250401,3,9,2,1.9000000000000001,1.8826275086826452
20250401,3,9,3,2850.0,2929.8250420200757
20250401,3,9,4,0.0,0.0
20250501,1,1,1,10000.0,10935.33027000852
20250501,1,1,2,2.0,2.2689465254841665
20250501,1,1,3,3200.0,3455.1239192106455
20250501,1,1,4,0.0,0.8634543378390731
20250501,1,2,1,10000.0,8313.054623940086
20250501,1,2,2,2.0,1.6049342372037112
20250501,1,2,3,3200.0,2621.102276291439
20250501,1,2,4,0.0,0.0
20250501,1,3,1,10000.0,10500.077537841462
20250501,1,3,2,2.0,2.2258461182017872
20250501,1,3,3,3200.0,3162.3520795304958
20250501,1,3,4,0.0,0.0
20250501,2,4,1,11000.0,11181.295243598648
20250501,2,4,2,2.2,2.344345240688352
20250501,2,4,3,3740.0000000000005,3569.289005349648
20250501,2,4,4,0.0,0.7490361223069419
20250501,2,5,1,11000.0,12402.400115126095
